shipment_batch_id,shipment_date,shipment_due_date,production_year,target_retail_year,customer,destination,label_code,season,gender,fabric,garment_type,color,garment_units,label_qty,fabric_yards,zipper_button_qty,total_weight_kg,box_count,scenario_tag
SHP-202401-02,2024-01-18,2024-01-18,2024,2025,Urban Trail Korea,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36547,36547,49338.5,87712,9904.2,36,smooth
SHP-202401-03,2024-01-27,2024-01-27,2024,2025,Daily Cotton Studio,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,29048,29048,39214.8,69715,7872.0,29,smooth
SHP-202402-01,2024-02-07,2024-02-07,2024,2025,River Outdoor Co.,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,33478,33478,45195.3,80347,9072.5,33,smooth
SHP-202402-02,2024-02-15,2024-02-15,2024,2025,Mode Basic Partners,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,32558,32558,43953.3,78139,8823.2,32,smooth
SHP-202402-03,2024-02-23,2024-02-23,2024,2025,North Peak Apparel,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,28783,28783,38857.1,69079,7800.2,28,smooth
SHP-202402-04,2024-02-28,2024-02-28,2024,2025,Urban Trail Korea,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,32185,32185,43449.8,77244,8722.1,32,smooth
SHP-202403-01,2024-03-08,2024-03-08,2024,2025,Daily Cotton Studio,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40820,40820,55107.0,97968,11062.2,40,smooth
SHP-202403-02,2024-03-18,2024-03-18,2024,2025,River Outdoor Co.,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35319,35319,47680.7,84765,9571.5,35,smooth
SHP-202403-03,2024-03-27,2024-03-27,2024,2025,Mode Basic Partners,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,39392,39392,53179.2,94540,10675.2,39,smooth
SHP-202404-01,2024-04-08,2024-04-08,2024,2025,North Peak Apparel,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,40231,40231,54311.9,96554,10902.6,40,smooth
SHP-202404-02,2024-04-18,2024-04-18,2024,2025,Urban Trail Korea,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,33985,33985,45879.8,81564,9209.9,33,smooth
SHP-202404-03,2024-04-27,2024-04-27,2024,2025,Daily Cotton Studio,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,34576,34576,46677.6,82982,9370.1,34,smooth
SHP-202405-01,2024-05-07,2024-05-07,2024,2025,River Outdoor Co.,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36319,36319,49030.7,87165,9842.5,36,smooth
SHP-202405-02,2024-05-15,2024-05-15,2024,2025,Mode Basic Partners,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41695,41695,56288.3,100068,11299.4,41,smooth
SHP-202405-03,2024-05-23,2024-05-23,2024,2025,North Peak Apparel,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,38688,38688,52228.8,92851,10484.4,38,smooth
SHP-202405-04,2024-05-28,2024-05-28,2024,2025,Urban Trail Korea,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,37011,37011,49964.9,88826,10030.0,37,smooth
SHP-202406-01,2024-06-08,2024-06-08,2024,2025,Daily Cotton Studio,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,38917,38917,52538.0,93400,10546.5,38,smooth
SHP-202406-02,2024-06-18,2024-06-18,2024,2025,River Outdoor Co.,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,41760,41760,56376.0,100224,11317.0,41,smooth
SHP-202406-03,2024-06-27,2024-06-27,2024,2025,Mode Basic Partners,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,47250,47250,63787.5,113400,12804.8,47,smooth
SHP-202407-01,2024-07-08,2024-07-08,2024,2025,North Peak Apparel,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,44339,44339,59857.7,106413,12015.9,44,smooth
SHP-202407-02,2024-07-18,2024-07-18,2024,2025,Urban Trail Korea,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,39606,39606,53468.1,95054,10733.2,39,smooth
SHP-202407-03,2024-07-27,2024-07-27,2024,2025,Daily Cotton Studio,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,41746,41746,56357.1,100190,11313.2,41,smooth
SHP-202408-01,2024-08-07,2024-08-07,2024,2025,River Outdoor Co.,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,32515,32515,43895.2,78036,8811.6,32,smooth
SHP-202408-02,2024-08-15,2024-08-15,2024,2025,Mode Basic Partners,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30958,30958,41793.3,74299,8389.6,30,smooth
SHP-202408-03,2024-08-23,2024-08-23,2024,2025,North Peak Apparel,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,34634,34634,46755.9,83121,9385.8,34,smooth
SHP-202408-04,2024-08-28,2024-08-28,2024,2025,Urban Trail Korea,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37234,37234,50265.9,89361,10090.4,37,smooth
SHP-202409-01,2024-09-08,2024-09-08,2024,2025,Daily Cotton Studio,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,35779,35779,48301.7,85869,9696.1,35,smooth
SHP-202409-02,2024-09-18,2024-09-18,2024,2025,River Outdoor Co.,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,33968,33968,45856.8,81523,9205.3,33,smooth
SHP-202409-03,2024-09-27,2024-09-27,2024,2025,Mode Basic Partners,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,34666,34666,46799.1,83198,9394.5,34,smooth
SHP-202410-01,2024-10-08,2024-10-08,2024,2025,North Peak Apparel,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,45568,45568,61516.8,109363,12348.9,45,smooth
SHP-202410-02,2024-10-18,2024-10-18,2024,2025,Urban Trail Korea,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42614,42614,57528.9,102273,11548.4,42,smooth
SHP-202410-03,2024-10-27,2024-10-27,2024,2025,Daily Cotton Studio,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40772,40772,55042.2,97852,11049.2,40,smooth
SHP-202411-01,2024-11-07,2024-11-07,2024,2025,River Outdoor Co.,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,43352,43352,58525.2,104044,11748.4,43,smooth
SHP-202411-02,2024-11-15,2024-11-15,2024,2025,Mode Basic Partners,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,42731,42731,57686.9,102554,11580.1,42,smooth
SHP-202411-03,2024-11-23,2024-11-23,2024,2025,North Peak Apparel,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,39439,39439,53242.7,94653,10688.0,39,smooth
SHP-202411-04,2024-11-28,2024-11-28,2024,2025,Urban Trail Korea,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,35593,35593,48050.6,85423,9645.7,35,smooth
SHP-202412-01,2024-12-08,2024-12-08,2024,2025,Daily Cotton Studio,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,43338,43338,58506.3,104011,11744.6,43,smooth
SHP-202412-02,2024-12-18,2024-12-18,2024,2025,River Outdoor Co.,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,38161,38161,51517.4,91586,10341.6,38,smooth
SHP-202412-03,2024-12-27,2024-12-27,2024,2025,Mode Basic Partners,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,37944,37944,51224.4,91065,10282.8,37,smooth
SHP-202501-01,2025-01-08,2025-01-08,2025,2026,Urban Trail Korea,부산항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27235,27235,36767.2,65364,7380.7,27,supply_crack
SHP-202501-02,2025-01-18,2025-01-18,2025,2026,Daily Cotton Studio,인천항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35903,35903,48469.1,86167,9729.7,35,supply_crack
SHP-202501-03,2025-01-27,2025-01-27,2025,2026,River Outdoor Co.,부산항,W2WPM10GY,겨울,여성,울,코트,그레이,30726,30726,41480.1,73742,8326.7,30,supply_crack
SHP-202502-01,2025-02-07,2025-02-07,2025,2026,Mode Basic Partners,부산항,W2WTO11BK,가을,여성,트윌,아우터,블랙,33359,33359,45034.7,80061,9040.3,33,supply_crack
SHP-202502-02,2025-02-15,2025-02-15,2025,2026,North Peak Apparel,인천항,W2MTC08RD,여름,여성,면,티셔츠,레드,33690,33690,45481.5,80856,9130.0,33,supply_crack
SHP-202502-03,2025-02-23,2025-02-23,2025,2026,Urban Trail Korea,부산항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,27018,27018,36474.3,64843,7321.9,27,supply_crack
SHP-202502-04,2025-02-28,2025-02-28,2025,2026,Daily Cotton Studio,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,27143,27143,36643.1,65143,7355.8,27,supply_crack
SHP-202503-01,2025-03-08,2025-03-08,2025,2026,River Outdoor Co.,인천항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,36389,36389,49125.2,87333,9861.4,36,supply_crack
SHP-202503-02,2025-03-18,2025-03-18,2025,2026,Mode Basic Partners,부산항,W2WPM10GY,겨울,여성,울,코트,그레이,36097,36097,48731.0,86632,9782.3,36,supply_crack
SHP-202503-03,2025-03-27,2025-03-27,2025,2026,North Peak Apparel,인천항,W3MJW01NV,겨울,남성,울,재킷,네이비,38369,38369,51798.2,92085,10398.0,38,supply_crack
SHP-202504-01,2025-04-08,2025-04-08,2025,2026,Urban Trail Korea,인천항,W2MTC08RD,여름,여성,면,티셔츠,레드,33733,33733,45539.6,80959,9141.7,33,supply_crack
SHP-202504-02,2025-04-18,2025-04-18,2025,2026,Daily Cotton Studio,부산항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36190,36190,48856.5,86856,9807.5,36,supply_crack
SHP-202504-03,2025-04-27,2025-04-27,2025,2026,River Outdoor Co.,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35651,35651,48128.9,85562,9661.4,35,supply_crack
SHP-202505-01,2025-05-07,2025-05-07,2025,2026,Mode Basic Partners,인천항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43556,43556,58800.6,104534,11803.7,43,supply_crack
SHP-202505-02,2025-05-15,2025-05-15,2025,2026,North Peak Apparel,부산항,W2WPM10GY,겨울,여성,울,코트,그레이,46810,46810,63193.5,112344,12685.5,46,supply_crack
SHP-202505-03,2025-05-23,2025-05-23,2025,2026,Urban Trail Korea,인천항,W3MJW01NV,겨울,남성,울,재킷,네이비,36700,36700,49545.0,88080,9945.7,36,supply_crack
SHP-202505-04,2025-05-28,2025-05-28,2025,2026,Daily Cotton Studio,부산항,W2WTO11BK,가을,여성,트윌,아우터,블랙,37361,37361,50437.4,89666,10124.8,37,supply_crack
SHP-202506-01,2025-06-08,2025-06-08,2025,2026,River Outdoor Co.,부산항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43517,43517,58748.0,104440,11793.1,43,supply_crack
SHP-202506-02,2025-06-18,2025-06-18,2025,2026,Mode Basic Partners,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35955,35955,48539.2,86292,9743.8,35,supply_crack
SHP-202506-03,2025-06-27,2025-06-27,2025,2026,North Peak Apparel,부산항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37437,37437,50540.0,89848,10145.4,37,supply_crack
SHP-202507-01,2025-07-08,2025-07-08,2025,2026,Urban Trail Korea,부산항,W2WPM10GY,겨울,여성,울,코트,그레이,46321,46321,62533.4,111170,12553.0,46,supply_crack
SHP-202507-02,2025-07-18,2025-07-18,2025,2026,Daily Cotton Studio,인천항,W3MJW01NV,겨울,남성,울,재킷,네이비,41038,41038,55401.3,98491,11121.3,41,supply_crack
SHP-202507-03,2025-07-27,2025-07-27,2025,2026,River Outdoor Co.,부산항,W2WTO11BK,가을,여성,트윌,아우터,블랙,44494,44494,60066.9,106785,12057.9,44,supply_crack
SHP-202508-01,2025-08-07,2025-08-07,2025,2026,Mode Basic Partners,부산항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30020,30020,40527.0,72048,8135.4,30,supply_crack
SHP-202508-02,2025-08-15,2025-08-15,2025,2026,North Peak Apparel,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,36949,36949,49881.2,88677,10013.2,36,supply_crack
SHP-202508-03,2025-08-23,2025-08-23,2025,2026,Urban Trail Korea,부산항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,30904,30904,41720.4,74169,8375.0,30,supply_crack
SHP-202508-04,2025-08-28,2025-08-28,2025,2026,Daily Cotton Studio,인천항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,39186,39186,52901.1,94046,10619.4,39,supply_crack
SHP-202509-01,2025-09-08,2025-09-08,2025,2026,River Outdoor Co.,인천항,W3MJW01NV,겨울,남성,울,재킷,네이비,33900,33900,45765.0,81360,9186.9,33,supply_crack
SHP-202509-02,2025-09-18,2025-09-18,2025,2026,Mode Basic Partners,부산항,W2WTO11BK,가을,여성,트윌,아우터,블랙,39090,39090,52771.5,93816,10593.4,39,supply_crack
SHP-202509-03,2025-09-27,2025-09-27,2025,2026,North Peak Apparel,인천항,W2MTC08RD,여름,여성,면,티셔츠,레드,31983,31983,43177.1,76759,8667.4,31,supply_crack
SHP-202510-01,2025-10-08,2025-10-08,2025,2026,Urban Trail Korea,인천항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42467,42467,57330.5,101920,11508.6,42,supply_crack
SHP-202510-02,2025-10-18,2025-10-18,2025,2026,Daily Cotton Studio,부산항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,39386,39386,53171.1,94526,10673.6,39,supply_crack
SHP-202510-03,2025-10-27,2025-10-27,2025,2026,River Outdoor Co.,인천항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41739,41739,56347.7,100173,11311.3,41,supply_crack
SHP-202511-01,2025-11-07,2025-11-07,2025,2026,Mode Basic Partners,인천항,W3MJW01NV,겨울,남성,울,재킷,네이비,40824,40824,55112.4,97977,11063.3,40,supply_crack
SHP-202511-02,2025-11-15,2025-11-15,2025,2026,North Peak Apparel,부산항,W2WTO11BK,가을,여성,트윌,아우터,블랙,37002,37002,49952.7,88804,10027.5,37,supply_crack
SHP-202511-03,2025-11-23,2025-11-23,2025,2026,Urban Trail Korea,인천항,W2MTC08RD,여름,여성,면,티셔츠,레드,35553,35553,47996.6,85327,9634.9,35,supply_crack
SHP-202511-04,2025-11-28,2025-11-28,2025,2026,Daily Cotton Studio,부산항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,43567,43567,58815.5,104560,11806.7,43,supply_crack
SHP-202512-01,2025-12-08,2025-12-08,2025,2026,River Outdoor Co.,부산항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37337,37337,50405.0,89608,10118.3,37,supply_crack
SHP-202512-02,2025-12-18,2025-12-18,2025,2026,Mode Basic Partners,인천항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43329,43329,58494.2,103989,11742.2,43,supply_crack
SHP-202512-03,2025-12-27,2025-12-27,2025,2026,North Peak Apparel,부산항,W2WPM10GY,겨울,여성,울,코트,그레이,34292,34292,46294.2,82300,9293.1,34,supply_crack
SHP-202601-01,2026-01-08,2026-01-08,2026,2027,Daily Cotton Studio,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,26157,26157,35312.0,62776,7088.6,26,supply_and_production_break
SHP-202601-02,2026-01-18,2026-01-18,2026,2027,River Outdoor Co.,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,31613,31613,42677.6,75871,8567.1,31,supply_and_production_break
SHP-202601-03,2026-01-27,2026-01-27,2026,2027,Mode Basic Partners,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,31997,31997,43196.0,76792,8671.2,31,supply_and_production_break
SHP-202602-01,2026-02-07,2026-02-07,2026,2027,North Peak Apparel,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,29097,29097,39281.0,69832,7885.3,29,supply_and_production_break
SHP-202602-02,2026-02-15,2026-02-15,2026,2027,Urban Trail Korea,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,26824,26824,36212.4,64377,7269.3,26,supply_and_production_break
SHP-202602-03,2026-02-23,2026-02-23,2026,2027,Daily Cotton Studio,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,29956,29956,40440.6,71894,8118.1,29,supply_and_production_break
SHP-202602-04,2026-02-28,2026-02-28,2026,2027,River Outdoor Co.,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27179,27179,36691.7,65229,7365.5,27,supply_and_production_break
SHP-202603-01,2026-03-08,2026-03-08,2026,2027,Mode Basic Partners,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,30129,30129,40674.2,72309,8165.0,30,supply_and_production_break
SHP-202603-02,2026-03-18,2026-03-18,2026,2027,North Peak Apparel,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,36238,36238,48921.3,86971,9820.5,36,supply_and_production_break
SHP-202603-03,2026-03-27,2026-03-27,2026,2027,Urban Trail Korea,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,31715,31715,42815.2,76116,8594.8,31,supply_and_production_break
SHP-202604-01,2026-04-08,2026-04-08,2026,2027,Daily Cotton Studio,인천항,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,32857,32857,44357.0,78856,8904.3,32,supply_and_production_break
SHP-202604-02,2026-04-18,2026-04-18,2026,2027,River Outdoor Co.,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35193,35193,47510.6,84463,9537.3,35,supply_and_production_break
SHP-202604-03,2026-04-27,2026-04-27,2026,2027,Mode Basic Partners,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36646,36646,49472.1,87950,9931.1,36,supply_and_production_break
SHP-202605-01,2026-05-07,2026-05-07,2026,2027,North Peak Apparel,인천항,W2WPM10GY,겨울,여성,울,코트,그레이,40485,40485,54654.8,97164,10971.4,40,supply_and_production_break
SHP-202605-02,2026-05-15,2026-05-15,2026,2027,Urban Trail Korea,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,35479,35479,47896.7,85149,9614.8,35,supply_and_production_break
SHP-202605-03,2026-05-23,2026-05-23,2026,2027,Daily Cotton Studio,인천항,W2WTO11BK,가을,여성,트윌,아우터,블랙,37448,37448,50554.8,89875,10148.4,37,supply_and_production_break
SHP-202605-04,2026-05-28,2026-05-28,2026,2027,River Outdoor Co.,부산항,W2MTC08RD,여름,여성,면,티셔츠,레드,39083,39083,52762.1,93799,10591.5,39,supply_and_production_break
SHP-202606-01,2026-06-08,2026-06-08,2026,2027,Mode Basic Partners,부산항,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,44045,44045,59460.8,105708,11936.2,44,supply_and_production_break
SHP-202606-02,2026-06-18,2026-06-18,2026,2027,North Peak Apparel,인천항,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,35166,35166,47474.1,84398,9530.0,35,supply_and_production_break
SHP-202606-03,2026-06-27,2026-06-27,2026,2027,Urban Trail Korea,부산항,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,33338,33338,45006.3,80011,9034.6,33,supply_and_production_break
SHP-202607-01,2026-07-03,2026-07-03,2026,2027,Daily Cotton Studio,부산항,W3MJW01NV,겨울,남성,울,재킷,네이비,36658,36658,49488.3,87979,9934.3,36,july_normal
